FIELD_MGT_NO,EQ_NM,FWK_FCLT_NM,TASK_NM,SOU_ID,L2_AREA_NAME,L3_BUILDING,L4_FLOOR,L5_SECTOR,L6_ROOM,FWK_F1,FWK_F2,FWK_F3,FWK_F4,QR,date
3-3B3-M-PWS-30240,항공기급수박스,항공기급수박스,기계,기계그룹-기계사업소-기계-0040900,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,46섹터,미분류,기계,급수/배수/위생,급수펌프,항공기급수설비,,
3-3B3-M-PWS-30239,항공기급수박스,항공기급수박스,기계,기계그룹-기계사업소-기계-0040901,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,46섹터,미분류,기계,급수/배수/위생,급수펌프,항공기급수설비,,
3-3H1-M-PMP-029,배수펌프(영구),배수펌프(영구),기계,기계그룹-기계사업소-기계-0040902,외곽지역,제2교통센터,지하2층,06섹터,미분류,기계,급수/배수/위생,배수/오수펌프,영구배수펌프,,
3-3B3-M-PWS-30238,항공기급수박스,항공기급수박스,기계,기계그룹-기계사업소-기계-0040903,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,46섹터,미분류,기계,급수/배수/위생,급수펌프,항공기급수설비,,
3-3B3-M-PWS-30237,항공기급수박스,항공기급수박스,기계,기계그룹-기계사업소-기계-0040904,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,46섹터,미분류,기계,급수/배수/위생,급수펌프,항공기급수설비,,
3-3B3-M-PWS-30236,항공기급수박스,항공기급수박스,기계,기계그룹-기계사업소-기계-0040905,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,46섹터,미분류,기계,급수/배수/위생,급수펌프,항공기급수설비,,
3-3B3-M-PWS-30235,항공기급수박스,항공기급수박스,기계,기계그룹-기계사업소-기계-0040906,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,45섹터,미분류,기계,급수/배수/위생,급수펌프,항공기급수설비,,
4-3H5-M-OAC-50102-1,냉난방히트펌프(TC2),냉난방히트펌프(TC2),기계,기계그룹-기계사업소-기계-0040907,외곽지역,제2교통센터,지상3층,01섹터,미분류,기계,냉난방/공조,히트펌프,전기히트펌프,,
4-3H6-M-OAC-61701,냉난방히트펌프(TC2),냉난방히트펌프(TC2),기계,기계그룹-기계사업소-기계-0040908,외곽지역,제2교통센터,지상4층,17섹터,미분류,기계,냉난방/공조,히트펌프,전기히트펌프,,
4-3H5-M-OAC-51601,냉난방히트펌프(TC2),냉난방히트펌프(TC2),기계,기계그룹-기계사업소-기계-0040909,외곽지역,제2교통센터,지상3층,16섹터,미분류,기계,냉난방/공조,히트펌프,전기히트펌프,,
4-3H4-M-OAC-41601,냉난방히트펌프(TC2),냉난방히트펌프(TC2),기계,기계그룹-기계사업소-기계-0040910,외곽지역,제2교통센터,지상2층,16섹터,미분류,기계,냉난방/공조,히트펌프,전기히트펌프,,
3-3B3-M-PWS-30234,항공기급수박스,항공기급수박스,기계,기계그룹-기계사업소-기계-0040911,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,44섹터,미분류,기계,급수/배수/위생,급수펌프,항공기급수설비,,
4-3B2-M-PMP-28301-2,항공기급수 순환펌프,항공기급수 순환펌프,기계,기계그룹-기계사업소-기계-0040912,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,83섹터,미분류,기계,급수/배수/위생,급수펌프,항공기급수설비,,
4-3B2-M-PMP-28301-1,항공기급수 순환펌프,항공기급수 순환펌프,기계,기계그룹-기계사업소-기계-0040913,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,83섹터,미분류,기계,급수/배수/위생,급수펌프,항공기급수설비,,
3-3B3-M-PAU-30232,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0040914,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,02섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
4-3B2-M-DDC-21302,직접디지털제어기 패널,직접디지털제어기 패널,기계,기계그룹-기계사업소-기계-0040915,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,13섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,자동제어설비,,
4-3B2-M-DDC-21301,직접디지털제어기 패널,직접디지털제어기 패널,기계,기계그룹-기계사업소-기계-0040916,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,13섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,자동제어설비,,
4-3B2-M-DDC-21201,직접디지털제어기 패널,직접디지털제어기 패널,기계,기계그룹-기계사업소-기계-0040917,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,12섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,자동제어설비,,
4-3B2-M-DDC-21102,직접디지털제어기 패널,직접디지털제어기 패널,기계,기계그룹-기계사업소-기계-0040918,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,11섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,자동제어설비,,
4-3B2-M-DDC-21101,직접디지털제어기 패널,직접디지털제어기 패널,기계,기계그룹-기계사업소-기계-0040919,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,11섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,자동제어설비,,
4-3B2-M-DDC-20302,직접디지털제어기 패널,직접디지털제어기 패널,기계,기계그룹-기계사업소-기계-0040920,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,03섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,자동제어설비,,
4-3B2-M-DDC-20301,직접디지털제어기 패널,직접디지털제어기 패널,기계,기계그룹-기계사업소-기계-0040921,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,03섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,자동제어설비,,
4-3B2-M-DDC-20201,직접디지털제어기 패널,직접디지털제어기 패널,기계,기계그룹-기계사업소-기계-0040922,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,자동제어설비,,
4-3B2-M-DDC-20103,직접디지털제어기 패널,직접디지털제어기 패널,기계,기계그룹-기계사업소-기계-0040923,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,01섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,자동제어설비,,
3-3B2-M-PTP-24301-2,항공기급수 순환펌프,항공기급수 순환펌프,기계,기계그룹-기계사업소-기계-0040924,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,43섹터,미분류,기계,급수/배수/위생,급수펌프,항공기급수설비,,
3-3B2-M-PTP-24301-1,항공기급수 순환펌프,항공기급수 순환펌프,기계,기계그룹-기계사업소-기계-0040925,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,43섹터,미분류,기계,급수/배수/위생,급수펌프,항공기급수설비,,
3-5H7-M-EWH-00002,전기온수기,전기온수기,기계,기계그룹-기계사업소-기계-0040926,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,30섹타,미분류,기계,급수/배수/위생,급탕기/온수기,전기온수기,,
3-5H7 M-EWH-00001,전기온수기,전기온수기,기계,기계그룹-기계사업소-기계-0040927,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하2층,30섹타,미분류,기계,급수/배수/위생,급탕기/온수기,전기온수기,,
3-3HC-M-EWH-003,전기온수기,전기온수기,기계,기계그룹-기계사업소-기계-0040928,외곽지역,제2교통센터,지상1층,미분류,미분류,기계,급수/배수/위생,급탕기/온수기,전기온수기,,
3-3HC-M-EWH-002,전기온수기,전기온수기,기계,기계그룹-기계사업소-기계-0040929,외곽지역,제2교통센터,지상1층,미분류,미분류,기계,급수/배수/위생,급탕기/온수기,전기온수기,,
3-3HC-M-EWH-001,전기온수기,전기온수기,기계,기계그룹-기계사업소-기계-0040930,외곽지역,제2교통센터,지상1층,미분류,미분류,기계,급수/배수/위생,급탕기/온수기,전기온수기,,
3-3H9-M-EWH-001,전기온수기,전기온수기,기계,기계그룹-기계사업소-기계-0040931,외곽지역,제2교통센터,지상1층,미분류,미분류,기계,급수/배수/위생,급탕기/온수기,전기온수기,,
3-3B3-M-EWS-38101,전기온수기,전기온수기,기계,기계그룹-기계사업소-기계-0040932,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,38섹타,미분류,기계,급수/배수/위생,급탕기/온수기,전기온수기,,
3-3B3-M-PAU-30231,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0040933,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,02섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B3-M-AHU-35305,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0040934,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,53섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B3-M-AHU-35304,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0040935,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,53섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B3-M-AHU-35303,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0040936,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,53섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B3-M-PAU-30233,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0040937,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,02섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B3-M-PAU-30234,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0040938,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,02섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B3-M-PAU-30235,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0040939,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,02섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
4-3B2-M-PMP-27301-3,항공기급수 순환펌프,항공기급수 순환펌프,기계,기계그룹-기계사업소-기계-0040940,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,73섹터,미분류,기계,급수/배수/위생,급수펌프,항공기급수설비,,
4-3B2-M-PMP-27301-2,항공기급수 순환펌프,항공기급수 순환펌프,기계,기계그룹-기계사업소-기계-0040941,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,73섹터,미분류,기계,급수/배수/위생,급수펌프,항공기급수설비,,
4-3B2-M-PMP-27301-1,항공기급수 순환펌프,항공기급수 순환펌프,기계,기계그룹-기계사업소-기계-0040942,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,73섹터,미분류,기계,급수/배수/위생,급수펌프,항공기급수설비,,
3-3B2-M-PTP-25301-2,항공기급수 순환펌프,항공기급수 순환펌프,기계,기계그룹-기계사업소-기계-0040943,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,53섹터,미분류,기계,급수/배수/위생,급수펌프,항공기급수설비,,
3-3B2-M-PTP-25301-1,항공기급수 순환펌프,항공기급수 순환펌프,기계,기계그룹-기계사업소-기계-0040944,탑승단지>제2터미널지역>본관구역,제2여객터미널,지하1층,53섹터,미분류,기계,급수/배수/위생,급수펌프,항공기급수설비,,
3-3B3-M-PAU-30247,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0040945,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,02섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B3-M-PAU-30246,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0040946,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,02섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
3-3B3-M-PAU-30245,공기조화기,공기조화기,기계,기계그룹-기계사업소-기계-0040947,탑승단지>제2터미널지역>본관구역,제2여객터미널,지상1층,02섹터,미분류,기계,냉난방/공조,공조기 AHU,공기조화기,,
4-3B2-M-DDC-28301,직접디지털제어기 패널,직접디지털제어기 패널,기계,기계그룹-기계사업소-기계-0040948,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,83섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,자동제어설비,,
4-3B2-M-DDC-28202,직접디지털제어기 패널,직접디지털제어기 패널,기계,기계그룹-기계사업소-기계-0040949,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,82섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,자동제어설비,,
4-3B2-M-DDC-28201,직접디지털제어기 패널,직접디지털제어기 패널,기계,기계그룹-기계사업소-기계-0040950,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,82섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,자동제어설비,,
4-3B2-M-DDC-27601,직접디지털제어기 패널,직접디지털제어기 패널,기계,기계그룹-기계사업소-기계-0040951,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,76섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,자동제어설비,,
4-3B2-M-DDC-27501,직접디지털제어기 패널,직접디지털제어기 패널,기계,기계그룹-기계사업소-기계-0040952,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,75섹터,미분류,정보통신,건물자동제어 BAS/BEMS,DDC/PLC/컨트롤러,자동제어설비,,
