FIELD_MGT_NO,EQ_NM,FWK_FCLT_NM,TASK_NM,SOU_ID,L2_AREA_NAME,L3_BUILDING,L4_FLOOR,L5_SECTOR,L6_ROOM,FWK_F1,FWK_F2,FWK_F3,FWK_F4,QR,date
4-3B4-M-FCU-40223-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045535,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B5-M-FCU-50222-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045536,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B5-M-FCU-50222-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045537,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B4-M-FCU-40222-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045538,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B4-M-FCU-40222-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045539,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B5-M-FCU-50221-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045540,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B5-M-FCU-50221-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045541,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B4-M-FCU-40221-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045542,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B4-M-FCU-40221-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045543,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B5-M-FCU-50220-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045544,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B5-M-FCU-50220-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045545,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B5-M-FCU-50217-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045546,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B5-M-FCU-50217-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045547,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B4-M-FCU-40217-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045548,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B4-M-FCU-40217-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045549,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B5-M-FCU-50216-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045550,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B5-M-FCU-50216-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045551,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B4-M-FCU-40216-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045552,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B4-M-FCU-40216-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045553,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B5-M-FCU-50215-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045554,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B5-M-FCU-50215-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045555,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B4-M-FCU-40215-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045556,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B4-M-FCU-40224-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045557,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B4-M-FCU-40224-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045558,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B4-M-FCU-40218-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045559,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-38703,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045560,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,87섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-38605,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045561,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,86섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-38502,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045562,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,85섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-38407,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045563,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,84섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-38301,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045564,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,83섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-33401,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045565,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,34섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-31212,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045566,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,12섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-31302,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045567,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,13섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B2-M-FCU-21101,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045568,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,11섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B2-M-FCU-21201,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045569,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,12섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B2-M-FCU-29501,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045570,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,95섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B2-M-FCU-28701-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045571,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,87섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B2-M-FCU-28701-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045572,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,87섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B2-M-FCU-28601,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045573,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,86섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B2-M-FCU-28501,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045574,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,85섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B2-M-FCU-28401,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045575,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,84섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B2-M-FCU-28301,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045576,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,83섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B2-M-FCU-28201,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045577,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,82섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B5-M-FCU-50225-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045578,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B5-M-FCU-50225-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045579,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B4-M-FCU-40225-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045580,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B4-M-FCU-40225-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045581,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B5-M-FCU-50224-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045582,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B5-M-FCU-50224-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045583,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지하1층,02섹터,330000242,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-38401,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045584,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,84섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-38402,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045585,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,84섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-38403,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045586,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,84섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39702-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045587,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,97섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39607,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045588,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39606,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045589,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39605-8,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045590,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39605-7,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045591,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39605-6,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045592,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39605-5,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045593,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39605-4,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045594,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39605-3,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045595,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39605-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045596,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39605-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045597,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39604-8,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045598,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39604-7,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045599,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39604-6,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045600,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39604-5,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045601,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39604-4,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045602,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39604-3,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045603,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39604-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045604,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39604-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045605,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39601-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045606,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39601-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045607,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39504-3,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045608,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,95섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39504-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045609,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,95섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39504-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045610,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,95섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39503,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045611,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,95섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39702-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045612,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,97섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39702-3,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045613,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,97섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39602-3,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045614,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39602-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045615,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39602-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045616,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39601-5,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045617,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39601-4,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045618,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39601-3,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045619,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,96섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39708-3,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045620,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,97섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39708-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045621,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,97섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39708-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045622,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,97섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39707-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045623,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,97섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39707-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045624,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,97섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39706-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045625,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,97섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39706-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045626,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,97섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39705-3,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045627,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,97섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39705-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045628,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,97섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39705-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045629,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,97섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39704-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045630,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,97섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39704-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045631,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,97섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39703-7,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045632,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,97섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39703-6,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045633,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,97섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39703-5,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045634,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,97섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39703-4,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045635,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,97섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39703-3,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045636,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,97섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39703-2,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045637,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,97섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
4-3B3-M-FCU-39703-1,팬코일유니트,팬코일유니트,기계,기계그룹-기계사업소-기계-0045638,탑승단지>제2터미널지역>본관구역,제2여객터미널 확장,지상1층,97섹터,330001816,기계,냉난방/공조,팬코일/실내기 FCU,팬코일유니트,,
