FIELD_MGT_NO,EQ_NM,EQ_NO,FWK_FCLT_NM,TASK_NM,SOU_ID,L2_AREA_NAME,L3_BUILDING,L4_FLOOR,L5_SECTOR,L6_ROOM,FWK_F1,FWK_F2,FWK_F3,FWK_F4,QR,date
,화장실 3F-3130 남 ,,화장실 3F-3130 남 ,환경미화,기타-환경미화사업소-환경미화-0000489,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,3층,,3F-3130 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00013767,2009-01-01 4:56
,화장실 B1-0347 남 ,,화장실 B1-0347 남 ,환경미화,기타-환경미화사업소-환경미화-0000593,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,지하1층,,B1-0347 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00014488,2009-01-01 2:12
,화장실 B1-0342 여 ,,화장실 B1-0342 여 ,환경미화,기타-환경미화사업소-환경미화-0000596,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,지하1층,,B1-0342 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00000095,2009-01-01 2:11
,화장실 R1007 여,,화장실 R1007 여,환경미화,기타-환경미화사업소-환경미화-0000282,탑승단지>탑승동지역>탑승구역,탑승동,1층,,R1007 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00014963,2009-01-01 4:10
,화장실 2F-0241 남 ,,화장실 2F-0241 남 ,환경미화,기타-환경미화사업소-환경미화-0000633,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,2층,,2F-0241 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00015008,2009-01-03 21:19
,화장실 B1-1142 여 ,,화장실 B1-1142 여 ,환경미화,기타-환경미화사업소-환경미화-0000598,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,지하1층,,B1-1142 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00015096,2009-01-01 1:30
,화장실 1F-0805 여 ,,화장실 1F-0805 여 ,환경미화,기타-환경미화사업소-환경미화-0000684,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,1층,,1F-0805 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00015234,2009-01-01 1:08
,화장실 1F-0904 남 ,,화장실 1F-0904 남 ,환경미화,기타-환경미화사업소-환경미화-0000681,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,1층,,1F-0904 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00015240,2009-01-01 1:12
,화장실 R4001 남,,화장실 R4001 남,환경미화,기타-환경미화사업소-환경미화-0000301,탑승단지>탑승동지역>탑승구역,탑승동,4층,,R4001 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00015395,2009-01-01 1:09
,화장실 2F-3012 여 ,,화장실 2F-3012 여 ,환경미화,기타-환경미화사업소-환경미화-0000642,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,2층,,2F-3012 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00015537,2009-01-01 4:27
,화장실 R4001 여,,화장실 R4001 여,환경미화,기타-환경미화사업소-환경미화-0000302,탑승단지>탑승동지역>탑승구역,탑승동,4층,,R4001 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00016306,2009-01-01 1:07
,화장실 R2009 남,,화장실 R2009 남,환경미화,기타-환경미화사업소-환경미화-0000286,탑승단지>탑승동지역>탑승구역,탑승동,2층,,R2009 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00016347,2009-01-01 2:10
,화장실 2F-1242 여 ,,화장실 2F-1242 여 ,환경미화,기타-환경미화사업소-환경미화-0000636,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,2층,,2F-1242 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00016467,2009-01-01 4:37
,화장실 B1-5-16  여,,화장실 B1-5-16  여,환경미화,기타-환경미화사업소-환경미화-0000409,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-5-16  여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00016494,2009-01-03 22:57
,화장실 R2009 여,,화장실 R2009 여,환경미화,기타-환경미화사업소-환경미화-0000287,탑승단지>탑승동지역>탑승구역,탑승동,2층,,R2009 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00016649,2009-01-01 2:10
,화장실 R2003 남,,화장실 R2003 남,환경미화,기타-환경미화사업소-환경미화-0000245,탑승단지>탑승동지역>탑승구역,탑승동,2층,,R2003 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00016713,2009-01-01 2:01
,화장실 1-10-8 여,,화장실 1-10-8 여,환경미화,기타-환경미화사업소-환경미화-0000438,탑승단지>제1터미널>교통센터구역,제1교통센터,1층,,1-10-8 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00016789,2009-01-03 22:43
,화장실 4F-2920 남 ,,화장실 4F-2920 남 ,환경미화,기타-환경미화사업소-환경미화-0000501,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,4층,,4F-2920 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00004615,2009-01-03 21:35
,화장실 4F-3313 여 ,,화장실 4F-3313 여 ,환경미화,기타-환경미화사업소-환경미화-0000506,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,4층,,4F-3313 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00016876,2009-01-01 5:04
,화장실 R2011 남,,화장실 R2011 남,환경미화,기타-환경미화사업소-환경미화-0000319,탑승단지>탑승동지역>탑승구역,탑승동,2층,,R2011 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00016881,2009-01-01 2:15
,화장실 B3-7-13  남,,화장실 B3-7-13  남,환경미화,기타-환경미화사업소-환경미화-0000265,탑승단지>제1터미널>교통센터구역,제1교통센터,지하3층,,B3-7-13  남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00016959,2009-01-01 6:25
,화장실 1-7-11  남,,화장실 1-7-11  남,환경미화,기타-환경미화사업소-환경미화-0000444,탑승단지>제1터미널>교통센터구역,제1교통센터,1층,,1-7-11  남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00017343,2009-01-03 23:11
,화장실 R2010 남,,화장실 R2010 남,환경미화,기타-환경미화사업소-환경미화-0000317,탑승단지>탑승동지역>탑승구역,탑승동,2층,,R2010 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00017392,2009-01-01 2:12
,화장실 R3012 남,,화장실 R3012 남,환경미화,기타-환경미화사업소-환경미화-0000293,탑승단지>탑승동지역>탑승구역,탑승동,3층,,R3012 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00017457,2009-01-01 1:50
,화장실 B1-0623 여 ,,화장실 B1-0623 여 ,환경미화,기타-환경미화사업소-환경미화-0000588,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,지하1층,,B1-0623 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00017468,2009-01-01 2:04
,화장실 3F-2925 남 ,,화장실 3F-2925 남 ,환경미화,기타-환경미화사업소-환경미화-0000645,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,3층,,3F-2925 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00017536,2009-01-03 21:29
,화장실 R1006 여,,화장실 R1006 여,환경미화,기타-환경미화사업소-환경미화-0000280,탑승단지>탑승동지역>탑승구역,탑승동,1층,,R1006 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00017665,2009-01-01 4:14
,화장실 R3007 남,,화장실 R3007 남,환경미화,기타-환경미화사업소-환경미화-0000341,탑승단지>탑승동지역>탑승구역,탑승동,3층,,R3007 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00017680,2009-01-01 1:35
,화장실 B1-0803 여 ,,화장실 B1-0803 여 ,환경미화,기타-환경미화사업소-환경미화-0000666,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,지하1층,,B1-0803 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00017800,2009-01-01 1:58
,화장실 B3-8-14  여,,화장실 B3-8-14  여,환경미화,기타-환경미화사업소-환경미화-0000268,탑승단지>제1터미널>교통센터구역,제1교통센터,지하3층,,B3-8-14  여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00017900,2009-01-01 6:27
,화장실 B1-2018 남 ,,화장실 B1-2018 남 ,환경미화,기타-환경미화사업소-환경미화-0000617,탑승단지>제2터미널지역>본관구역,제2단기주차장,지하1층,,B1-2018 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00018013,2009-01-03 18:40
,화장실 B1-1606 여 ,,화장실 B1-1606 여 ,환경미화,기타-환경미화사업소-환경미화-0000610,탑승단지>제2터미널지역>본관구역,제2교통센터,지하1층,,B1-1606 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00018196,2009-01-01 1:45
,화장실 R3010 여,,화장실 R3010 여,환경미화,기타-환경미화사업소-환경미화-0000290,탑승단지>탑승동지역>탑승구역,탑승동,3층,,R3010 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00018269,2009-01-01 1:41
,화장실 B2-5-14  여,,화장실 B2-5-14  여,환경미화,기타-환경미화사업소-환경미화-0000421,탑승단지>제1터미널>교통센터구역,제1교통센터,지하2층,,B2-5-14  여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00018544,2009-01-03 22:59
,화장실 B2-5-15  남,,화장실 B2-5-15  남,환경미화,기타-환경미화사업소-환경미화-0000422,탑승단지>제1터미널>교통센터구역,제1교통센터,지하2층,,B2-5-15  남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00018658,2009-01-03 23:00
,화장실 B1-3-18  여,,화장실 B1-3-18  여,환경미화,기타-환경미화사업소-환경미화-0000403,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-3-18  여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00019082,2009-01-01 6:20
,화장실 B1-0242 여 ,,화장실 B1-0242 여 ,환경미화,기타-환경미화사업소-환경미화-0000592,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,지하1층,,B1-0242 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00019163,2009-01-01 2:15
,화장실 B1-2009 남 ,,화장실 B1-2009 남 ,환경미화,기타-환경미화사업소-환경미화-0000607,탑승단지>제2터미널지역>본관구역,제2교통센터,지하1층,,B1-2009 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00019225,2009-01-01 2:08
,화장실 B1-0808 여 ,,화장실 B1-0808 여 ,환경미화,기타-환경미화사업소-환경미화-0000664,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,지하1층,,B1-0808 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00019343,2009-01-01 1:55
,화장실 B1-0828 여 ,,화장실 B1-0828 여 ,환경미화,기타-환경미화사업소-환경미화-0000662,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,지하1층,,B1-0828 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00019394,2009-01-04 0:00
,화장실 B3-7-14  여,,화장실 B3-7-14  여,환경미화,기타-환경미화사업소-환경미화-0000266,탑승단지>제1터미널>교통센터구역,제1교통센터,지하3층,,B3-7-14  여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00019441,2009-01-01 6:24
,화장실 1F-0604 여 ,,화장실 1F-0604 여 ,환경미화,기타-환경미화사업소-환경미화-0000672,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,1층,,1F-0604 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00019530,2009-01-03 18:43
,화장실 R3007 여,,화장실 R3007 여,환경미화,기타-환경미화사업소-환경미화-0000342,탑승단지>탑승동지역>탑승구역,탑승동,3층,,R3007 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00019544,2009-01-01 1:35
,화장실 B1.5-0127 여 ,,화장실 B1.5-0127 여 ,환경미화,기타-환경미화사업소-환경미화-0000602,탑승단지>제2터미널지역>본관구역,제2교통센터,지하1.5층,,B1.5-0127 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00019706,2009-01-01 1:47
,화장실 4F-2712 남 ,,화장실 4F-2712 남 ,환경미화,기타-환경미화사업소-환경미화-0000498,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,4층,,4F-2712 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00019801,2009-01-03 21:38
,화장실 B1-0913 남 ,,화장실 B1-0913 남 ,환경미화,기타-환경미화사업소-환경미화-0000667,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,지하1층,,B1-0913 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00019830,2009-01-01 1:35
,화장실 4F-1502 남 ,,화장실 4F-1502 남 ,환경미화,기타-환경미화사업소-환경미화-0000579,탑승단지>제2터미널지역>본관구역,제2단기주차장,4층,,4F-1502 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00019861,2009-01-03 18:30
,화장실 2F-3025 남 ,,화장실 2F-3025 남 ,환경미화,기타-환경미화사업소-환경미화-0000631,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,2층,,2F-3025 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00020060,2009-01-01 4:25
,화장실 B2-8-15  남,,화장실 B2-8-15  남,환경미화,기타-환경미화사업소-환경미화-0000344,탑승단지>제1터미널>교통센터구역,제1교통센터,지하2층,,B2-8-15  남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00020171,2009-01-01 6:38
,화장실 4F-2606 여 ,,화장실 4F-2606 여 ,환경미화,기타-환경미화사업소-환경미화-0000497,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,4층,,4F-2606 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00020173,2009-01-03 21:40
,화장실 B2-7-13  남,,화장실 B2-7-13  남,환경미화,기타-환경미화사업소-환경미화-0000424,탑승단지>제1터미널>교통센터구역,제1교통센터,지하2층,,B2-7-13  남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00020259,2009-01-03 23:08
,화장실 R2005 여,,화장실 R2005 여,환경미화,기타-환경미화사업소-환경미화-0000250,탑승단지>탑승동지역>탑승구역,탑승동,2층,,R2005 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00020274,2009-01-01 2:05
,화장실 B1-8-16  남,,화장실 B1-8-16  남,환경미화,기타-환경미화사업소-환경미화-0000420,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-8-16  남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00020301,2009-01-01 6:41
,화장실 B1-10-18  여,,화장실 B1-10-18  여,환경미화,기타-환경미화사업소-환경미화-0000447,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-10-18  여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00020405,2009-01-03 22:54
,화장실 R2003 여,,화장실 R2003 여,환경미화,기타-환경미화사업소-환경미화-0000246,탑승단지>탑승동지역>탑승구역,탑승동,2층,,R2003 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00020797,2009-01-01 2:00
,화장실 1F-0806 남 ,,화장실 1F-0806 남 ,환경미화,기타-환경미화사업소-환경미화-0000683,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,1층,,1F-0806 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00021301,2009-01-01 1:09
,화장실 B1-0507 남 ,,화장실 B1-0507 남 ,환경미화,기타-환경미화사업소-환경미화-0000589,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,지하1층,,B1-0507 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00021342,2009-01-01 2:07
,화장실 3F-3409 여 ,,화장실 3F-3409 여 ,환경미화,기타-환경미화사업소-환경미화-0000488,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,3층,,3F-3409 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00021468,2009-01-01 4:53
,화장실 1F-3658 여 ,,화장실 1F-3658 여 ,환경미화,기타-환경미화사업소-환경미화-0000678,탑승단지>제2터미널지역>본관구역,제2여객터미널L/S,1층,,1F-3658 여,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00021568,2009-01-01 1:20
,화장실 R1006 남,,화장실 R1006 남,환경미화,기타-환경미화사업소-환경미화-0000279,탑승단지>탑승동지역>탑승구역,탑승동,1층,,R1006 남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00021663,2009-01-01 4:12
,화장실 1-11-9  남,,화장실 1-11-9  남,환경미화,기타-환경미화사업소-환경미화-0000440,탑승단지>제1터미널>교통센터구역,제1교통센터,1층,,1-11-9  남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00021767,2009-01-01 6:08
,화장실 B1-7-11  여(장),,화장실 B1-7-11  여(장),환경미화,기타-환경미화사업소-환경미화-0000415,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-7-11  여(장),환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00021770,2009-01-01 6:47
,화장실 B1-2-12  남,,화장실 B1-2-12  남,환경미화,기타-환경미화사업소-환경미화-0000430,탑승단지>제1터미널>교통센터구역,제1교통센터,지하1층,,B1-2-12  남,환경미화,급수/배수/위생,위생기구/세면기/변기,화장실,IFAC00021857,2009-01-03 22:50
