현장관리번호,시설번호,시설명칭,기능위치명,기능시설명,구분,F1(대),F2(중),F3(소),F4(세),L2(단지),L3(건물),L4(층),L5(섹터),L6(룸),L7(상세),자산번호,자산명,설비범주명,시설유형,관리부서명,작업장,시설그룹명(공종),코스트센터명,과업,사업소,그룹,식별구분,식별번호,기능위치일련번호,TOBE_위치코드,상위현장관리번호,CFMS기등록여부,사용여부,소스구분,담당자,음영여부
25EODPWS13230,1007582.0,PWS,탑승동-운송-탑승교설비-GATE 132-PWS,GATE 132 PWS,수정,수송/반송,특수수송설비,탑승교/PBB,탑승교설비,탑승단지>탑승동지역>탑승구역,탑승동,미분류,미분류,미분류,미분류,130001074.0,2단계 이동식탑승교(PBB),시설설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,25EODPWS13230,A1A02-F-023003,ICN-CON-CNB-Z99-Z99-Z99-A1A02-F-023003,,Y,사용,CFMS,이철,
13A0MPCU014,1198587.0,PC AIR UNIT,여객터미널-운송-탑승교설비-GATE 14-PC-AIR,GATE 14  PC-AIR,수정,수송/반송,특수수송설비,탑승교/PBB,탑승교설비,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000508.0,PC-AIR(항공기냉난방공급장치)_1단계(T1),시설설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13A0MPCU014,A1A01-F-021104,ICN-T1M-T1B-Z99-Z99-Z99-A1A01-F-021104,,Y,사용,CFMS,이철,
13A0MAGP014,,AC-GPS,여객터미널-운송-탑승교설비-GATE 14-AC-GPS,GATE 14 AC-GPS,신규,수송/반송,특수수송설비,탑승교/PBB,탑승교설비,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000572.0,1단계 이동식탑승교 AC-GPS,시설설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13A0MAGP014,A1A01-F-021103,,,,사용,CFMS,이철,
13A0MPBB141,1198356.0,PASSENGER BOARDING BRIDGE,여객터미널-운송-탑승교설비-GATE 14-PBB1,GATE 14 PBB1,수정,수송/반송,특수수송설비,탑승교/PBB,이동탑승교,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),시설설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13A0MPBB141,A1A01-F-021101,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021101,,Y,사용,CFMS,이철,
13A0MPBB142,1198358.0,PASSENGER BOARDING BRIDGE,여객터미널-운송-탑승교설비-GATE 14-PBB2,GATE 14 PBB2,수정,수송/반송,특수수송설비,탑승교/PBB,이동탑승교,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),시설설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13A0MPBB142,A1A01-F-021102,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-021102,,Y,사용,CFMS,이철,
13A0MPCU015,1198589.0,PC AIR UNIT,여객터미널-운송-탑승교설비-GATE 15-PC-AIR,GATE 15  PC-AIR,수정,수송/반송,특수수송설비,탑승교/PBB,탑승교설비,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000508.0,PC-AIR(항공기냉난방공급장치)_1단계(T1),시설설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13A0MPCU015,A1A01-F-021204,ICN-T1M-T1B-Z99-Z99-Z99-A1A01-F-021204,,Y,사용,CFMS,이철,
13A0MAGP015,,AC-GPS,여객터미널-운송-탑승교설비-GATE 15-AC-GPS,GATE 15 AC-GPS,신규,수송/반송,특수수송설비,탑승교/PBB,탑승교설비,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000572.0,1단계 이동식탑승교 AC-GPS,시설설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13A0MAGP015,A1A01-F-021203,,,,사용,CFMS,이철,
13A0MPBB151,1198360.0,PASSENGER BOARDING BRIDGE,여객터미널-운송-탑승교설비-GATE 15-PBB1,GATE 15 PBB1,수정,수송/반송,특수수송설비,탑승교/PBB,이동탑승교,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),시설설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13A0MPBB151,A1A01-F-021201,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021201,,Y,사용,CFMS,이철,
13A0MPBB152,1198362.0,PASSENGER BOARDING BRIDGE,여객터미널-운송-탑승교설비-GATE 15-PBB2,GATE 15 PBB2,수정,수송/반송,특수수송설비,탑승교/PBB,이동탑승교,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),시설설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13A0MPBB152,A1A01-F-021202,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-021202,,Y,사용,CFMS,이철,
13A0MPCU016,1198591.0,PC AIR UNIT,여객터미널-운송-탑승교설비-GATE 16-PC-AIR,GATE 16  PC-AIR,수정,수송/반송,특수수송설비,탑승교/PBB,탑승교설비,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000508.0,PC-AIR(항공기냉난방공급장치)_1단계(T1),시설설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13A0MPCU016,A1A01-F-021303,ICN-T1M-T1B-Z99-Z99-Z99-A1A01-F-021303,,Y,사용,CFMS,이철,
13A0MAGP016,,AC-GPS,여객터미널-운송-탑승교설비-GATE 16-AC-GPS,GATE 16 AC-GPS,신규,수송/반송,특수수송설비,탑승교/PBB,탑승교설비,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000572.0,1단계 이동식탑승교 AC-GPS,시설설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13A0MAGP016,A1A01-F-021302,,,,사용,CFMS,이철,
13A0MPBB160,1198363.0,PASSENGER BOARDING BRIDGE,여객터미널-운송-탑승교설비-GATE 16-PBB1,GATE 16 PBB1,수정,수송/반송,특수수송설비,탑승교/PBB,이동탑승교,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),시설설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13A0MPBB160,A1A01-F-021301,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021301,,Y,사용,CFMS,이철,
13A0MPCU017,1198593.0,PC AIR UNIT,여객터미널-운송-탑승교설비-GATE 17-PC-AIR,GATE 17  PC-AIR,수정,수송/반송,특수수송설비,탑승교/PBB,탑승교설비,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000508.0,PC-AIR(항공기냉난방공급장치)_1단계(T1),시설설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13A0MPCU017,A1A01-F-021404,ICN-T1M-T1B-Z99-Z99-Z99-A1A01-F-021404,,Y,사용,CFMS,이철,
13A0MAGP017,,AC-GPS,여객터미널-운송-탑승교설비-GATE 17-AC-GPS,GATE 17 AC-GPS,신규,수송/반송,특수수송설비,탑승교/PBB,탑승교설비,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000572.0,1단계 이동식탑승교 AC-GPS,시설설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13A0MAGP017,A1A01-F-021403,,,,사용,CFMS,이철,
13A0MPBB171,1198366.0,PASSENGER BOARDING BRIDGE,여객터미널-운송-탑승교설비-GATE 17-PBB1,GATE 17 PBB1,수정,수송/반송,특수수송설비,탑승교/PBB,이동탑승교,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),시설설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13A0MPBB171,A1A01-F-021401,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021401,,Y,사용,CFMS,이철,
13A0MPBB172,1198367.0,PASSENGER BOARDING BRIDGE,여객터미널-운송-탑승교설비-GATE 17-PBB2,GATE 17 PBB2,수정,수송/반송,특수수송설비,탑승교/PBB,이동탑승교,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),시설설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13A0MPBB172,A1A01-F-021402,ICN-T1M-T1B-B2F-Z99-Z99-A1A01-F-021402,,Y,사용,CFMS,이철,
13A0MPCU018,1198596.0,PC AIR UNIT,여객터미널-운송-탑승교설비-GATE 18-PC-AIR,GATE 18  PC-AIR,수정,수송/반송,특수수송설비,탑승교/PBB,탑승교설비,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000508.0,PC-AIR(항공기냉난방공급장치)_1단계(T1),시설설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13A0MPCU018,A1A01-F-021503,ICN-T1M-T1B-Z99-Z99-Z99-A1A01-F-021503,,Y,사용,CFMS,이철,
13A0MAGP018,,AC-GPS,여객터미널-운송-탑승교설비-GATE 18-AC-GPS,GATE 18 AC-GPS,신규,수송/반송,특수수송설비,탑승교/PBB,탑승교설비,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000572.0,1단계 이동식탑승교 AC-GPS,시설설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13A0MAGP018,A1A01-F-021502,,,,사용,CFMS,이철,
13A0MPBB180,1198369.0,PASSENGER BOARDING BRIDGE,여객터미널-운송-탑승교설비-GATE 18-PBB1,GATE 18 PBB1,수정,수송/반송,특수수송설비,탑승교/PBB,이동탑승교,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000479.0,1단계 이동식탑승교(PBB),시설설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13A0MPBB180,A1A01-F-021501,ICN-T1M-T1B-B1F-Z99-Z99-A1A01-F-021501,,Y,사용,CFMS,이철,
13A0MPCU019,1198598.0,PC AIR UNIT,여객터미널-운송-탑승교설비-GATE 19-PC-AIR,GATE 19  PC-AIR,수정,수송/반송,특수수송설비,탑승교/PBB,탑승교설비,탑승단지>제1터미널지역>본관구역,제1여객터미널,미분류,미분류,미분류,미분류,130000508.0,PC-AIR(항공기냉난방공급장치)_1단계(T1),시설설비,운송,승강시설팀,탑승교유지보수용역,운송,탑승교시설,탑승교시설 유지관리과업,승강시설사업소,운송그룹,현장관리번호,13A0MPCU019,A1A01-F-021604,ICN-T1M-T1B-Z99-Z99-Z99-A1A01-F-021604,,Y,사용,CFMS,이철,
